neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_type
Manhattan,Greenwich Village,Private room,120,4,2,0.06,0,Ocasional
Manhattan,Harlem,Entire home/apt,149,30,86,2.51,220,Profesional
Brooklyn,Greenpoint,Entire home/apt,150,2,154,4.5,271,Ocasional
Queens,Long Island City,Entire home/apt,100,2,1,0.03,0,Ocasional
Queens,Richmond Hill,Private room,60,30,1,0.03,363,Profesional
Manhattan,Chinatown,Entire home/apt,153,3,82,2.42,0,Ocasional
Brooklyn,Williamsburg,Private room,50,1,15,0.44,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,172,2,20,0.58,7,Ocasional
Queens,Flushing,Entire home/apt,109,1,176,5.07,316,Profesional
Manhattan,West Village,Entire home/apt,180,2,100,2.9,344,Profesional
Manhattan,Harlem,Private room,60,1,55,1.59,57,Ocasional
Brooklyn,Bushwick,Entire home/apt,175,20,11,0.32,0,Profesional
Queens,Sunnyside,Private room,98,2,1,0.03,88,Ocasional
Brooklyn,Crown Heights,Entire home/apt,150,1,0,0.0,0,Ocasional
Manhattan,Midtown,Entire home/apt,199,29,2,0.07,148,Profesional
Manhattan,NoHo,Private room,75,2,1,0.03,0,Ocasional
Queens,Sunnyside,Entire home/apt,125,2,122,3.53,214,Ocasional
Staten Island,Mariners Harbor,Private room,200,1,0,0.0,365,Ocasional
Manhattan,Inwood,Shared room,300,1,0,0.0,363,Profesional
Manhattan,Harlem,Entire home/apt,750,3,0,0.0,87,Ocasional
Brooklyn,Carroll Gardens,Private room,100,2,93,2.78,74,Profesional
Manhattan,Upper East Side,Entire home/apt,225,5,16,0.47,364,Ocasional
Manhattan,Hell's Kitchen,Private room,120,1,3,0.09,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,295,2,78,2.27,309,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,160,3,21,0.6,3,Ocasional
Brooklyn,Bushwick,Private room,40,3,2,0.06,0,Ocasional
Manhattan,Tribeca,Entire home/apt,350,1,0,0.0,327,Ocasional
Manhattan,Hell's Kitchen,Private room,110,1,40,1.16,345,Profesional
Brooklyn,East Flatbush,Private room,43,32,32,0.93,345,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,50,3,59,1.71,0,Ocasional
Brooklyn,East Flatbush,Entire home/apt,85,93,19,0.54,89,Ocasional
Manhattan,Harlem,Private room,56,2,79,2.38,56,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Private room,73,2,137,3.94,0,Ocasional
Manhattan,Harlem,Private room,175,3,37,1.06,19,Ocasional
Brooklyn,Flatlands,Private room,49,2,71,3.1,308,Profesional
Manhattan,Upper East Side,Entire home/apt,175,30,0,0.0,365,Profesional
Manhattan,Midtown,Entire home/apt,672,2,23,0.87,268,Profesional
Queens,Springfield Gardens,Private room,44,2,36,1.03,357,Profesional
Brooklyn,Clinton Hill,Private room,130,1,3,0.45,299,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,132,4,92,2.69,260,Ocasional
Queens,Elmhurst,Private room,55,1,54,2.14,0,Profesional
Manhattan,Kips Bay,Entire home/apt,250,1,13,0.37,0,Ocasional
Manhattan,West Village,Entire home/apt,300,4,24,0.7,61,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,35,1,35,1.0,0,Ocasional
Manhattan,Harlem,Private room,100,4,42,1.37,62,Ocasional
Manhattan,Upper East Side,Entire home/apt,175,30,4,0.14,343,Profesional
Manhattan,Hell's Kitchen,Private room,75,1,205,5.89,179,Profesional
Queens,Elmhurst,Private room,30,1,0,0.0,15,Ocasional
Queens,Flushing,Private room,60,2,42,1.23,355,Ocasional
Brooklyn,Sunset Park,Private room,47,2,60,1.71,4,Ocasional
Manhattan,Kips Bay,Entire home/apt,200,2,3,0.29,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,60,2,159,4.56,153,Ocasional
Queens,Flushing,Private room,50,1,31,0.91,79,Profesional
Brooklyn,Kensington,Entire home/apt,100,3,2,0.06,0,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,28,9,0.26,219,Ocasional
Manhattan,Theater District,Private room,125,5,91,2.63,143,Ocasional
Manhattan,Murray Hill,Entire home/apt,125,2,32,0.91,0,Ocasional
Brooklyn,Park Slope,Shared room,78,1,46,1.38,0,Profesional
Queens,Long Island City,Private room,75,1,86,2.63,337,Profesional
Queens,Rockaway Beach,Entire home/apt,150,1,144,4.13,134,Profesional
Manhattan,Lower East Side,Private room,100,2,165,4.77,2,Profesional
Queens,Astoria,Entire home/apt,200,2,0,0.0,363,Profesional
Manhattan,Inwood,Entire home/apt,65,3,0,0.0,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,2,133,3.83,178,Ocasional
Manhattan,Financial District,Entire home/apt,180,4,17,0.67,203,Ocasional
Brooklyn,East Flatbush,Shared room,99,100,1,0.03,0,Ocasional
Brooklyn,Williamsburg,Private room,120,2,157,4.54,68,Ocasional
Manhattan,Inwood,Private room,227,1,0,0.0,365,Profesional
Manhattan,Harlem,Private room,90,3,86,2.47,38,Profesional
Brooklyn,Bushwick,Private room,99,3,3,0.16,332,Profesional
Brooklyn,Greenpoint,Private room,55,20,3,0.09,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,55,30,85,2.45,232,Profesional
Brooklyn,Williamsburg,Private room,80,1,16,0.51,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,40,30,84,2.53,284,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,133,30,2,0.15,4,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,175,30,4,0.21,138,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,163,2,33,1.08,255,Ocasional
Manhattan,Gramercy,Entire home/apt,250,5,7,0.2,0,Ocasional
Queens,Astoria,Entire home/apt,117,30,7,0.23,241,Profesional
Manhattan,Upper West Side,Entire home/apt,295,30,2,0.06,250,Profesional
Manhattan,Harlem,Private room,105,2,38,1.09,0,Ocasional
Bronx,Fieldston,Private room,59,2,7,0.21,0,Profesional
Manhattan,Inwood,Private room,60,3,83,2.39,300,Ocasional
Queens,Jamaica,Entire home/apt,49,1,79,3.01,63,Profesional
Brooklyn,Park Slope,Entire home/apt,141,4,33,0.96,159,Ocasional
Brooklyn,Sheepshead Bay,Private room,59,1,13,0.38,332,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,50,30,97,2.79,312,Profesional
Manhattan,Harlem,Private room,41,14,25,0.75,6,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,399,30,3,0.1,185,Profesional
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,189,3,1,0.03,83,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,48,3,67,1.95,70,Ocasional
Brooklyn,Bensonhurst,Entire home/apt,49,1,1,0.03,0,Ocasional
Manhattan,Morningside Heights,Entire home/apt,175,2,2,0.06,0,Ocasional
Brooklyn,Greenpoint,Private room,55,14,4,0.12,17,Ocasional
Manhattan,Harlem,Private room,53,1,4,0.16,0,Ocasional
Brooklyn,Bushwick,Private room,80,2,4,0.12,0,Ocasional
Manhattan,Midtown,Entire home/apt,150,7,29,0.86,31,Ocasional
Queens,Richmond Hill,Private room,67,2,8,0.23,337,Profesional
Brooklyn,Clinton Hill,Private room,80,4,2,0.06,0,Ocasional
Brooklyn,Williamsburg,Private room,78,1,35,1.01,247,Ocasional
Queens,Ditmars Steinway,Private room,50,2,10,0.46,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,3,59,1.73,57,Ocasional
Brooklyn,Bushwick,Private room,75,1,6,0.17,0,Profesional
Brooklyn,Bushwick,Private room,60,4,3,0.09,0,Ocasional
Brooklyn,Greenpoint,Private room,75,4,1,0.03,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,1,31,0.89,345,Ocasional
Manhattan,Hell's Kitchen,Private room,100,2,16,0.47,6,Ocasional
Manhattan,East Village,Private room,95,4,9,0.26,0,Profesional
Manhattan,Upper East Side,Entire home/apt,200,30,4,0.21,311,Profesional
Queens,Sunnyside,Entire home/apt,249,1,6,0.18,365,Profesional
Manhattan,Harlem,Private room,33,4,9,0.26,0,Profesional
Manhattan,Harlem,Private room,80,2,93,2.69,215,Ocasional
Brooklyn,Williamsburg,Entire home/apt,160,14,4,0.12,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,50,1,25,2.08,28,Ocasional
Queens,Sunnyside,Private room,50,2,7,0.21,0,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,2,1,0.03,0,Ocasional
Brooklyn,East New York,Private room,33,3,101,2.92,323,Profesional
Brooklyn,Crown Heights,Private room,100,1,16,0.46,365,Profesional
Brooklyn,Midwood,Private room,35,5,0,0.0,0,Ocasional
Brooklyn,Bushwick,Private room,55,15,0,0.0,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,60,10,1,0.05,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,89,30,11,0.34,144,Profesional
Manhattan,Upper West Side,Private room,97,3,96,2.8,134,Ocasional
Manhattan,East Harlem,Entire home/apt,164,1,8,0.23,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,57,30,1,0.03,365,Profesional
Queens,Jamaica,Entire home/apt,66,1,94,2.71,180,Profesional
Queens,St. Albans,Private room,400,4,0,0.0,365,Ocasional
Manhattan,Harlem,Entire home/apt,199,2,15,0.58,54,Ocasional
Brooklyn,Williamsburg,Private room,52,5,57,1.65,104,Profesional
Brooklyn,Bushwick,Private room,70,30,6,0.18,0,Ocasional
Brooklyn,Park Slope,Entire home/apt,170,30,17,0.5,0,Ocasional
Brooklyn,Bushwick,Private room,62,3,7,0.22,0,Ocasional
Manhattan,Midtown,Entire home/apt,200,6,23,2.23,89,Ocasional
Manhattan,Harlem,Private room,75,2,3,0.09,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,200,3,31,0.94,51,Ocasional
Brooklyn,Flatbush,Entire home/apt,160,2,18,0.52,0,Ocasional
Manhattan,East Harlem,Private room,100,2,7,0.21,32,Ocasional
Brooklyn,Williamsburg,Private room,100,2,124,3.65,58,Ocasional
Manhattan,Washington Heights,Private room,58,1,1,0.03,0,Profesional
Brooklyn,Carroll Gardens,Entire home/apt,110,10,0,0.0,0,Ocasional
Brooklyn,Williamsburg,Private room,120,3,2,0.23,149,Ocasional
Queens,Ditmars Steinway,Entire home/apt,95,3,89,2.6,259,Ocasional
Brooklyn,Manhattan Beach,Entire home/apt,150,30,2,0.06,0,Ocasional
Brooklyn,Gravesend,Entire home/apt,150,2,145,4.24,35,Profesional
Brooklyn,Crown Heights,Entire home/apt,95,3,10,0.3,188,Ocasional
Manhattan,Chelsea,Entire home/apt,250,30,1,0.03,319,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,37,2,1,0.03,0,Ocasional
Brooklyn,Bushwick,Private room,75,5,4,0.12,88,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,67,2,87,2.51,60,Ocasional
Brooklyn,Crown Heights,Private room,59,1,7,0.2,189,Profesional
Brooklyn,Park Slope,Entire home/apt,227,30,2,0.06,250,Ocasional
Manhattan,Upper West Side,Entire home/apt,160,3,4,0.28,2,Ocasional
Staten Island,West Brighton,Entire home/apt,125,2,96,2.82,362,Profesional
Manhattan,East Harlem,Private room,50,3,14,0.41,0,Profesional
Brooklyn,Canarsie,Entire home/apt,80,2,83,2.42,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,4,112,3.23,136,Ocasional
Manhattan,Hell's Kitchen,Private room,180,1,319,9.24,57,Ocasional
Brooklyn,Greenpoint,Entire home/apt,109,30,6,0.2,176,Profesional
Manhattan,Upper West Side,Private room,100,1,86,2.5,34,Ocasional
Brooklyn,Williamsburg,Entire home/apt,79,30,11,0.35,136,Profesional
Queens,Woodside,Private room,105,2,9,0.26,0,Profesional
Manhattan,Upper East Side,Entire home/apt,125,2,102,3.21,35,Ocasional
Queens,Richmond Hill,Private room,47,2,25,1.13,152,Profesional
Brooklyn,Prospect-Lefferts Gardens,Private room,60,1,19,0.55,0,Profesional
Manhattan,Nolita,Entire home/apt,120,19,5,0.17,0,Profesional
Manhattan,Upper East Side,Entire home/apt,195,2,90,2.59,134,Ocasional
Queens,Astoria,Private room,60,2,2,1.22,34,Profesional
Manhattan,Greenwich Village,Private room,99,2,5,0.15,0,Ocasional
Manhattan,Gramercy,Entire home/apt,300,3,11,0.32,0,Ocasional
Brooklyn,Carroll Gardens,Entire home/apt,250,1,62,1.79,178,Profesional
Manhattan,East Village,Entire home/apt,105,4,18,0.52,0,Ocasional
Manhattan,Chelsea,Entire home/apt,129,30,0,0.0,349,Profesional
Queens,Corona,Shared room,27,2,16,0.48,365,Profesional
Manhattan,Harlem,Private room,65,30,7,0.21,225,Profesional
Queens,Ridgewood,Private room,42,3,6,0.18,52,Profesional
Manhattan,East Harlem,Private room,100,4,1,0.03,0,Ocasional
Manhattan,SoHo,Private room,120,1,9,0.35,89,Profesional
Manhattan,Chinatown,Entire home/apt,199,3,19,0.56,11,Profesional
Manhattan,Morningside Heights,Private room,85,3,49,1.46,2,Ocasional
Brooklyn,East New York,Entire home/apt,135,30,108,3.12,206,Profesional
Brooklyn,Brighton Beach,Shared room,50,1,1,0.03,0,Ocasional
Brooklyn,Flatbush,Private room,120,1,87,2.53,313,Profesional
Brooklyn,Williamsburg,Entire home/apt,160,3,2,0.06,0,Ocasional
Manhattan,SoHo,Private room,120,1,25,0.75,89,Profesional
Manhattan,SoHo,Private room,120,1,24,0.71,89,Profesional
Manhattan,SoHo,Shared room,100,1,51,1.48,82,Profesional
Manhattan,East Village,Entire home/apt,270,2,0,0.0,0,Ocasional
Brooklyn,Clinton Hill,Private room,72,1,2,0.06,0,Ocasional
Manhattan,Upper East Side,Entire home/apt,179,30,0,0.0,365,Profesional
Brooklyn,Bushwick,Private room,72,1,96,3.13,365,Profesional
Manhattan,Greenwich Village,Entire home/apt,200,1,4,0.12,0,Ocasional
Brooklyn,Bushwick,Private room,48,2,11,0.32,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,95,2,27,0.79,0,Ocasional
Manhattan,SoHo,Private room,49,3,1,0.03,0,Ocasional
Brooklyn,Fort Greene,Private room,65,4,48,1.38,0,Profesional
Manhattan,SoHo,Private room,129,2,26,0.76,89,Profesional
Brooklyn,Williamsburg,Private room,113,3,27,0.78,37,Ocasional
Queens,Flushing,Entire home/apt,100,1,197,5.81,342,Ocasional
Brooklyn,Park Slope,Entire home/apt,175,3,29,0.85,282,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,575,4,6,0.19,179,Ocasional
Brooklyn,Bushwick,Entire home/apt,135,2,6,0.17,0,Ocasional
Manhattan,Midtown,Private room,200,5,41,1.2,333,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,152,3,132,4.13,321,Profesional
Queens,Jackson Heights,Entire home/apt,140,2,115,3.34,298,Ocasional
Manhattan,Upper East Side,Private room,95,4,101,2.94,49,Ocasional
Brooklyn,Greenpoint,Entire home/apt,80,30,8,0.26,152,Profesional
Manhattan,Chelsea,Entire home/apt,215,3,88,2.59,200,Ocasional
Brooklyn,Sunset Park,Entire home/apt,140,2,83,2.4,7,Profesional
Manhattan,East Harlem,Entire home/apt,110,29,9,0.26,35,Ocasional
Manhattan,East Harlem,Entire home/apt,100,2,9,0.26,0,Ocasional
Brooklyn,Williamsburg,Private room,100,3,2,0.06,0,Profesional
Brooklyn,Navy Yard,Entire home/apt,94,3,5,0.14,0,Ocasional
Queens,Sunnyside,Private room,76,3,9,0.97,112,Ocasional
Queens,Sunnyside,Entire home/apt,150,2,51,1.48,329,Ocasional
Manhattan,East Village,Entire home/apt,195,2,48,1.41,344,Ocasional
Manhattan,Upper East Side,Private room,49,25,5,0.15,284,Profesional
Manhattan,Midtown,Entire home/apt,500,1,5,0.15,361,Ocasional
Brooklyn,Bushwick,Private room,45,10,1,0.03,0,Profesional
Queens,Flushing,Private room,50,1,54,1.56,78,Profesional
Manhattan,East Village,Entire home/apt,295,4,2,0.09,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,65,1,3,0.09,0,Ocasional
Manhattan,Chelsea,Entire home/apt,90,1,80,2.32,73,Ocasional
Manhattan,Harlem,Private room,71,5,6,0.18,305,Profesional
Brooklyn,Crown Heights,Entire home/apt,155,7,19,0.56,333,Profesional
Queens,Flushing,Private room,40,1,6,0.17,0,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,50,2,4,0.12,0,Ocasional
Brooklyn,Bushwick,Private room,50,1,9,0.26,0,Profesional
Manhattan,Midtown,Entire home/apt,199,30,1,0.05,189,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,136,2,7,2.84,255,Ocasional
Brooklyn,Williamsburg,Entire home/apt,80,30,10,0.32,97,Profesional
Manhattan,Upper East Side,Private room,65,1,1,0.04,0,Ocasional
Brooklyn,Park Slope,Entire home/apt,200,1,4,0.15,20,Ocasional
Brooklyn,Crown Heights,Entire home/apt,148,2,16,0.49,0,Ocasional
Manhattan,Nolita,Private room,100,2,10,0.29,0,Ocasional
Brooklyn,Bushwick,Private room,90,2,5,0.15,0,Ocasional
Brooklyn,Boerum Hill,Entire home/apt,239,2,10,0.29,11,Ocasional
Manhattan,Chinatown,Entire home/apt,150,1,23,1.42,14,Ocasional
Manhattan,East Village,Entire home/apt,300,2,22,0.64,8,Ocasional
Manhattan,Midtown,Entire home/apt,125,30,3,0.09,0,Profesional
Manhattan,Morningside Heights,Private room,60,2,20,0.59,0,Ocasional
Manhattan,Harlem,Entire home/apt,200,3,25,0.73,89,Ocasional
Queens,Ridgewood,Private room,50,5,2,0.06,280,Ocasional
Manhattan,Inwood,Private room,75,5,0,0.0,0,Ocasional
Brooklyn,Flatbush,Private room,100,1,134,3.95,307,Profesional
Queens,Ridgewood,Entire home/apt,50,3,111,3.21,65,Ocasional
Queens,Long Island City,Entire home/apt,150,2,0,0.0,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,50,3,86,2.57,0,Profesional
Manhattan,Midtown,Entire home/apt,198,2,22,0.64,8,Ocasional
Manhattan,Chelsea,Entire home/apt,109,30,0,0.0,184,Profesional
Queens,Rockaway Beach,Entire home/apt,200,3,24,0.71,131,Ocasional
Brooklyn,East New York,Private room,55,5,27,0.81,42,Profesional
Staten Island,South Beach,Private room,80,1,38,1.1,308,Ocasional
Manhattan,Upper West Side,Entire home/apt,165,3,2,0.06,0,Ocasional
Manhattan,West Village,Entire home/apt,415,2,57,1.68,22,Profesional
Manhattan,Upper East Side,Private room,80,100,0,0.0,0,Ocasional
Manhattan,Financial District,Entire home/apt,235,3,3,0.09,0,Ocasional
Queens,Forest Hills,Private room,99,1,26,0.93,284,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,180,7,17,0.53,5,Ocasional
Brooklyn,Park Slope,Entire home/apt,180,31,8,0.23,179,Ocasional
Brooklyn,Flatbush,Entire home/apt,100,3,4,0.12,69,Ocasional
Brooklyn,Crown Heights,Private room,88,1,8,0.23,0,Ocasional
Brooklyn,Greenpoint,Private room,56,1,154,4.49,44,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,98,2,6,0.66,9,Ocasional
Brooklyn,Crown Heights,Entire home/apt,93,3,48,1.42,3,Ocasional
Manhattan,Washington Heights,Private room,60,2,73,2.13,136,Profesional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,3,41,1.2,30,Ocasional
Brooklyn,Williamsburg,Entire home/apt,225,2,51,1.51,0,Ocasional
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,400,14,2,0.06,90,Profesional
Brooklyn,Windsor Terrace,Entire home/apt,130,2,5,0.15,0,Profesional
Brooklyn,Williamsburg,Entire home/apt,249,2,43,1.27,38,Ocasional
Brooklyn,Bushwick,Entire home/apt,85,30,42,1.24,355,Ocasional
Bronx,Kingsbridge,Private room,30,2,56,1.68,38,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,60,1,204,5.92,163,Ocasional
Brooklyn,Flatbush,Private room,80,1,97,2.9,286,Profesional
Manhattan,Hell's Kitchen,Private room,129,1,133,3.95,61,Ocasional
Brooklyn,Vinegar Hill,Shared room,250,2,37,1.09,83,Ocasional
Manhattan,Harlem,Private room,110,2,26,0.76,280,Profesional
Manhattan,Washington Heights,Private room,129,5,0,0.0,365,Ocasional
Brooklyn,Williamsburg,Private room,75,2,8,0.23,0,Profesional
Manhattan,Hell's Kitchen,Entire home/apt,199,30,2,0.08,365,Profesional
Manhattan,Harlem,Entire home/apt,129,3,67,1.96,0,Ocasional
Manhattan,Upper East Side,Private room,75,1,3,0.09,0,Ocasional
Queens,Sunnyside,Entire home/apt,105,2,48,1.42,13,Ocasional
Bronx,Parkchester,Private room,49,3,25,0.73,0,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,215,3,3,0.1,0,Ocasional
Manhattan,Inwood,Entire home/apt,85,3,4,0.18,0,Ocasional
Brooklyn,Bushwick,Entire home/apt,102,1,44,1.3,38,Ocasional
Bronx,Fieldston,Private room,85,2,16,0.47,0,Ocasional
Brooklyn,Bushwick,Private room,25,2,1,0.03,0,Ocasional
Manhattan,Murray Hill,Entire home/apt,279,30,0,0.0,365,Profesional
Manhattan,Washington Heights,Private room,41,2,57,1.67,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,280,10,5,0.14,0,Ocasional
Manhattan,Hell's Kitchen,Entire home/apt,165,5,1,0.03,0,Ocasional
Manhattan,Theater District,Private room,40,1,163,4.75,102,Ocasional
Manhattan,Upper West Side,Private room,120,1,20,0.59,81,Ocasional
Manhattan,Harlem,Private room,60,7,4,0.12,0,Profesional
Brooklyn,Cypress Hills,Private room,70,1,174,5.06,109,Ocasional
Manhattan,Washington Heights,Entire home/apt,130,3,10,0.29,188,Ocasional
Manhattan,Upper East Side,Entire home/apt,249,30,0,0.0,364,Profesional
Brooklyn,Bedford-Stuyvesant,Private room,80,1,4,0.12,0,Ocasional
Brooklyn,Williamsburg,Entire home/apt,145,3,96,2.87,0,Profesional
Manhattan,Upper East Side,Entire home/apt,260,2,8,0.23,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Entire home/apt,86,4,55,1.62,17,Ocasional
Manhattan,Upper East Side,Entire home/apt,219,1,5,0.16,0,Ocasional
Brooklyn,Windsor Terrace,Private room,90,2,3,0.11,0,Profesional
Manhattan,Harlem,Private room,70,3,3,0.09,0,Profesional
Brooklyn,Borough Park,Private room,70,2,0,0.0,365,Ocasional
Brooklyn,Bushwick,Private room,64,1,0,0.0,83,Ocasional
Manhattan,East Harlem,Private room,85,2,87,2.54,1,Ocasional
Queens,Astoria,Entire home/apt,125,5,2,0.06,0,Ocasional
Brooklyn,Bushwick,Private room,60,1,11,0.57,0,Profesional
Manhattan,Upper East Side,Entire home/apt,225,2,84,2.47,27,Ocasional
Brooklyn,Canarsie,Entire home/apt,100,2,161,4.78,327,Ocasional
Brooklyn,Park Slope,Entire home/apt,218,2,117,3.41,226,Ocasional
Brooklyn,Bushwick,Entire home/apt,200,3,6,0.22,194,Ocasional
Manhattan,Harlem,Private room,55,2,114,3.34,270,Ocasional
Brooklyn,Williamsburg,Private room,90,3,17,0.5,4,Ocasional
Brooklyn,Bushwick,Entire home/apt,105,5,26,0.77,269,Ocasional
Manhattan,Harlem,Entire home/apt,195,7,28,0.92,285,Ocasional
Manhattan,Civic Center,Entire home/apt,170,2,0,0.0,19,Ocasional
Brooklyn,Williamsburg,Entire home/apt,150,2,14,0.41,363,Ocasional
Manhattan,Upper West Side,Entire home/apt,300,30,0,0.0,233,Profesional
Brooklyn,Greenpoint,Entire home/apt,154,5,0,0.0,0,Ocasional
Manhattan,Upper East Side,Entire home/apt,185,4,2,0.06,0,Ocasional
Brooklyn,Bedford-Stuyvesant,Private room,50,3,63,1.91,291,Profesional
Brooklyn,Greenpoint,Private room,70,1,39,1.66,15,Profesional
Queens,Astoria,Entire home/apt,180,4,45,1.32,351,Ocasional
Queens,St. Albans,Private room,65,2,74,2.16,174,Profesional
Manhattan,Harlem,Private room,69,2,100,3.09,345,Profesional
Queens,Astoria,Entire home/apt,500,3,3,0.09,0,Profesional
Brooklyn,Prospect Heights,Private room,40,1,168,4.91,309,Profesional
Queens,Rosedale,Entire home/apt,85,2,31,0.92,142,Ocasional
Manhattan,Gramercy,Entire home/apt,250,1,3,0.15,312,Ocasional
Manhattan,Upper East Side,Entire home/apt,69,1,99,5.22,42,Profesional
Manhattan,East Harlem,Entire home/apt,270,3,70,2.06,255,Profesional
